video_path,class_label
split-videos/train\Gundruk\Dataset02 (15)_rotate.mp4,Gundruk
split-videos/train\Baisakh\20241002_111535_rotate.mp4,Baisakh
split-videos/train\Gundruk\20241008_101041_brightness.mp4,Gundruk
split-videos/train\Mahina\20241002_121057_brightness.mp4,Mahina
split-videos/train\Naang\20241006_090956_color_jitter.mp4,Naang
split-videos/train\Kera\20241006_094034_color_jitter.mp4,Kera
split-videos/train\Hathi\20241014_094105_noise.mp4,Hathi
split-videos/train\Khairo\20241006_093930_speed_up.mp4,Khairo
split-videos/train\Hariyo\dataset 03 (16)_color_jitter.mp4,Hariyo
split-videos/train\Shau\20241008_091616_noise.mp4,Shau
split-videos/train\Baisakh\20241001_152325_speed_up.mp4,Baisakh
split-videos/train\Amilo\20241003_114358_speed_up.mp4,Amilo
split-videos/train\Nariwal\20241006_094048_slow_down.mp4,Nariwal
split-videos/train\Amilo\Dataset02 (6)_rotate.mp4,Amilo
split-videos/train\Sungur\20241002_121752_rotate.mp4,Sungur
split-videos/train\Falful\20241003_121040_flip.mp4,Falful
split-videos/train\Khairo\20241006_090654_flip.mp4,Khairo
split-videos/train\Ghar\20241002_104835_noise.mp4,Ghar
split-videos/train\Amilo\20241006_090618_flip.mp4,Amilo
split-videos/train\Naadi\20241003_121221_rotate.mp4,Naadi
split-videos/train\Kharayo\20241003_121326_noise.mp4,Kharayo
split-videos/train\Guy\20241002_104953_color_jitter.mp4,Guy
split-videos/train\Naadi\20241003_115819_rotate.mp4,Naadi
split-videos/train\Hathi\Dataset02 (2)_brightness.mp4,Hathi
split-videos/train\Naang\20241003_115834_flip.mp4,Naang
split-videos/train\Nariwal\dataset 03 (7)_flip.mp4,Nariwal
split-videos/train\Guy\20241006_091028_speed_up.mp4,Guy
split-videos/train\Gundruk\20241002_104820_rotate.mp4,Gundruk
split-videos/train\Nariwal\20241003_091352_noise.mp4,Nariwal
split-videos/train\Mahina\20241006_090436_slow_down.mp4,Mahina
split-videos/train\Nariwal\20241014_093944_color_jitter.mp4,Nariwal
split-videos/train\Kera\20241003_091342_brightness.mp4,Kera
split-videos/train\Naadi\20241003_114728_flip.mp4,Naadi
split-videos/train\Poush\20241002_121218_color_jitter.mp4,Poush
split-videos/train\Mahina\20241014_093632_noise.mp4,Mahina
split-videos/train\Guy\20241002_112412_brightness.mp4,Guy
split-videos/train\Kera\20241003_115639_brightness.mp4,Kera
split-videos/train\Mahina\dataset 03 (18)_flip.mp4,Mahina
split-videos/train\Saag\20241008_101024_flip.mp4,Saag
split-videos/train\Sungur\20241001_152959_color_jitter.mp4,Sungur
split-videos/train\Hariyo\20241014_093802_brightness.mp4,Hariyo
split-videos/train\Nariwal\20241003_085829_speed_up.mp4,Nariwal
split-videos/train\Mahina\20241001_153334_slow_down.mp4,Mahina
split-videos/train\Mahina\20241006_090436_brightness.mp4,Mahina
split-videos/train\Gundruk\Dataset01 (17)_noise.mp4,Gundruk
split-videos/train\Saag\Dataset01 (5)_noise.mp4,Saag
split-videos/train\Hathi\20241008_094339_rotate.mp4,Hathi
split-videos/train\Falful\dataset 03 (8)_brightness.mp4,Falful
split-videos/train\Jestha\Dataset01 (18)_color_jitter.mp4,Jestha
split-videos/train\Sungur\20241002_105015_color_jitter.mp4,Sungur
split-videos/train\Hariyo\20241006_082918_noise.mp4,Hariyo
split-videos/train\Kharayo\20241008_091911_speed_up.mp4,Kharayo
split-videos/train\Saag\20241014_093956_speed_up.mp4,Saag
split-videos/train\Ghar\Dataset01 (4)_speed_up.mp4,Ghar
split-videos/train\Amilo\20241002_104402_brightness.mp4,Amilo
split-videos/train\Guy\20241008_101153_rotate.mp4,Guy
split-videos/train\Hariyo\20241014_093802_color_jitter.mp4,Hariyo
split-videos/train\Guy\20241003_121306_brightness.mp4,Guy
split-videos/train\Falful\20241002_104518_noise.mp4,Falful
split-videos/train\Hariyo\20241003_120942_flip.mp4,Hariyo
split-videos/train\Baisakh\20241008_100746_brightness.mp4,Baisakh
split-videos/train\Mahina\20241006_082331_flip.mp4,Mahina
split-videos/train\Nariwal\Dataset02 (14)_flip.mp4,Nariwal
split-videos/train\Shau\20241006_093952_brightness.mp4,Shau
split-videos/train\Kera\dataset 03 (15)_rotate.mp4,Kera
split-videos/train\Khairo\20241003_121000_speed_up.mp4,Khairo
split-videos/train\Kharayo\20241002_112500_speed_up.mp4,Kharayo
split-videos/train\Khairo\20241008_091604_slow_down.mp4,Khairo
split-videos/train\Kera\20241003_115639_slow_down.mp4,Kera
split-videos/train\Shau\20241006_084540_noise.mp4,Shau
split-videos/train\Kera\20241008_101314_speed_up.mp4,Kera
split-videos/train\Ghar\20241008_101056_slow_down.mp4,Ghar
split-videos/train\Naadi\20241003_091428_color_jitter.mp4,Naadi
split-videos/train\Baisakh\20241006_093749_rotate.mp4,Baisakh
split-videos/train\Amilo\20241003_115353_slow_down.mp4,Amilo
split-videos/train\Hathi\20241003_121251_rotate.mp4,Hathi
split-videos/train\Guy\20241006_091028_flip.mp4,Guy
split-videos/train\Kharayo\20241002_121814_color_jitter.mp4,Kharayo
split-videos/train\Kera\20241003_091342_color_jitter.mp4,Kera
split-videos/train\Poush\20241014_093733_slow_down.mp4,Poush
split-videos/train\Naadi\20241008_091800_color_jitter.mp4,Naadi
split-videos/train\Jestha\20241002_104255_color_jitter.mp4,Jestha
split-videos/train\Guy\20241002_112412_color_jitter.mp4,Guy
split-videos/train\Naang\Dataset01 (6)_color_jitter.mp4,Naang
split-videos/train\Guy\20241003_114813_noise.mp4,Guy
split-videos/train\Mahina\20241003_091140_slow_down.mp4,Mahina
split-videos/train\Sungur\20241006_094319_rotate.mp4,Sungur
split-videos/train\Baisakh\dataset 03 (6)_slow_down.mp4,Baisakh
split-videos/train\Jestha\20241006_093802_slow_down.mp4,Jestha
split-videos/train\Khairo\20241014_093822_color_jitter.mp4,Khairo
split-videos/train\Guy\20241006_094307_color_jitter.mp4,Guy
split-videos/train\Baisakh\20241014_092505_color_jitter.mp4,Baisakh
split-videos/train\Kharayo\20241006_091107_slow_down.mp4,Kharayo
split-videos/train\Saag\20241006_090850_color_jitter.mp4,Saag
split-videos/train\Hariyo\20241002_121306_rotate.mp4,Hariyo
split-videos/train\Shau\20241008_094017_color_jitter.mp4,Shau
split-videos/train\Baisakh\dataset 03 (6)_color_jitter.mp4,Baisakh
split-videos/train\Guy\20241003_091501_color_jitter.mp4,Guy
split-videos/train\Naang\20241003_114745_color_jitter.mp4,Naang
split-videos/train\Naadi\20241002_121624_brightness.mp4,Naadi
split-videos/train\Nariwal\20241001_152800_rotate.mp4,Nariwal
split-videos/train\Gundruk\20241008_094608_flip.mp4,Gundruk
split-videos/train\Falful\20241003_121040_noise.mp4,Falful
split-videos/train\Amilo\Dataset02 (6)_color_jitter.mp4,Amilo
split-videos/train\Jestha\20241003_120846_noise.mp4,Jestha
split-videos/train\Mahina\20241002_104155_noise.mp4,Mahina
split-videos/train\Naadi\Dataset02 (20)_flip.mp4,Naadi
split-videos/train\Naadi\20241006_083547_slow_down.mp4,Naadi
split-videos/train\Kharayo\20241014_093156_flip.mp4,Kharayo
split-videos/train\Hariyo\20241002_104419_speed_up.mp4,Hariyo
split-videos/train\Gundruk\20241006_090905_speed_up.mp4,Gundruk
split-videos/train\Jestha\Dataset02 (5)_slow_down.mp4,Jestha
split-videos/train\Hathi\20241014_093111_slow_down.mp4,Hathi
split-videos/train\Poush\20241001_152413_rotate.mp4,Poush
split-videos/train\Jestha\20241002_104255_flip.mp4,Jestha
split-videos/train\Poush\20241002_121218_noise.mp4,Poush
split-videos/train\Baisakh\20241014_092505_slow_down.mp4,Baisakh
split-videos/train\Khairo\20241001_152614_rotate.mp4,Khairo
split-videos/train\Poush\20241014_093156_rotate.mp4,Poush
split-videos/train\Falful\20241002_104518_color_jitter.mp4,Falful
split-videos/train\Hariyo\20241002_104419_flip.mp4,Hariyo
split-videos/train\Amilo\20241002_104402_noise.mp4,Amilo
split-videos/train\Falful\20241002_104518_slow_down.mp4,Falful
split-videos/train\Kera\20241014_092838_brightness.mp4,Kera
split-videos/train\Poush\20241008_100818_flip.mp4,Poush
split-videos/train\Khairo\20241008_091604_noise.mp4,Khairo
split-videos/train\Poush\20241006_082626_flip.mp4,Poush
split-videos/train\Kera\20241003_121106_color_jitter.mp4,Kera
split-videos/train\Gundruk\20241002_121547_slow_down.mp4,Gundruk
split-videos/train\Jestha\20241003_120846_flip.mp4,Jestha
split-videos/train\Hariyo\dataset 03 (16)_slow_down.mp4,Hariyo
split-videos/train\Jestha\20241002_104255_noise.mp4,Jestha
split-videos/train\Hathi\dataset 03 (14)_rotate.mp4,Hathi
split-videos/train\Falful\20241008_100938_brightness.mp4,Falful
split-videos/train\Gundruk\20241006_094118_brightness.mp4,Gundruk
split-videos/train\Nariwal\20241014_092910_flip.mp4,Nariwal
split-videos/train\Amilo\20241006_090618_color_jitter.mp4,Amilo
split-videos/train\Shau\20241008_091616_flip.mp4,Shau
split-videos/train\Nariwal\20241003_114603_slow_down.mp4,Nariwal
split-videos/train\Khairo\20241002_111802_color_jitter.mp4,Khairo
split-videos/train\Shau\20241006_093952_color_jitter.mp4,Shau
split-videos/train\Poush\Dataset01 (12)_flip.mp4,Poush
split-videos/train\Kera\20241003_114547_color_jitter.mp4,Kera
split-videos/train\Naang\20241003_091438_speed_up.mp4,Naang
split-videos/train\Shau\20241002_104457_speed_up.mp4,Shau
split-videos/train\Saag\20241006_090850_speed_up.mp4,Saag
split-videos/train\Shau\20241006_084540_slow_down.mp4,Shau
split-videos/train\Naadi\20241008_091800_rotate.mp4,Naadi
split-videos/train\Hathi\dataset 03 (14)_slow_down.mp4,Hathi
split-videos/train\Naadi\20241006_094201_speed_up.mp4,Naadi
split-videos/train\Naang\20241002_121652_slow_down.mp4,Naang
split-videos/train\Naadi\20241002_121624_slow_down.mp4,Naadi
split-videos/train\Kera\20241006_094034_flip.mp4,Kera
split-videos/train\Jestha\20241008_093854_slow_down.mp4,Jestha
split-videos/train\Amilo\20241006_084654_color_jitter.mp4,Amilo
split-videos/train\Gundruk\20241006_094118_rotate.mp4,Gundruk
split-videos/train\Naang\20241002_121652_rotate.mp4,Naang
split-videos/train\Hariyo\20241001_152548_rotate.mp4,Hariyo
split-videos/train\Naang\20241008_094311_noise.mp4,Naang
split-videos/train\Shau\20241008_100913_rotate.mp4,Shau
split-videos/train\Sungur\20241003_115932_brightness.mp4,Sungur
split-videos/train\Baisakh\20241006_093749_color_jitter.mp4,Baisakh
split-videos/train\Khairo\20241003_114431_flip.mp4,Khairo
split-videos/train\Naang\20241006_090956_speed_up.mp4,Naang
split-videos/train\Sungur\20241008_101208_brightness.mp4,Sungur
split-videos/train\Kera\dataset 03 (15)_flip.mp4,Kera
split-videos/train\Poush\20241008_100818_rotate.mp4,Poush
split-videos/train\Khairo\20241002_104443_flip.mp4,Khairo
split-videos/train\Nariwal\20241003_085829_brightness.mp4,Nariwal
split-videos/train\Sungur\Dataset02 (9)_color_jitter.mp4,Sungur
split-videos/train\Guy\20241002_112412_slow_down.mp4,Guy
split-videos/train\Naang\20241006_083630_brightness.mp4,Naang
split-videos/train\Mahina\20241003_114215_speed_up.mp4,Mahina
split-videos/train\Naadi\dataset 03 (12)_speed_up.mp4,Naadi
split-videos/train\Kharayo\20241002_105042_brightness.mp4,Kharayo
split-videos/train\Gundruk\20241003_091411_rotate.mp4,Gundruk
split-videos/train\Khairo\20241003_114431_color_jitter.mp4,Khairo
split-videos/train\Gundruk\20241002_112212_color_jitter.mp4,Gundruk
split-videos/train\Hathi\20241002_121708_rotate.mp4,Hathi
split-videos/train\Shau\20241002_111824_brightness.mp4,Shau
split-videos/train\Guy\20241008_101153_noise.mp4,Guy
split-videos/train\Hariyo\dataset 03 (16)_speed_up.mp4,Hariyo
split-videos/train\Saag\20241008_101024_rotate.mp4,Saag
split-videos/train\Amilo\20241008_100833_color_jitter.mp4,Amilo
split-videos/train\Kera\20241014_093929_color_jitter.mp4,Kera
split-videos/train\Gundruk\20241006_090905_slow_down.mp4,Gundruk
split-videos/train\Guy\20241003_091501_flip.mp4,Guy
split-videos/train\Kera\20241006_090812_flip.mp4,Kera
split-videos/train\Sungur\20241003_115932_speed_up.mp4,Sungur
split-videos/train\Amilo\20241003_120921_slow_down.mp4,Amilo
split-videos/train\Sungur\20241008_094405_flip.mp4,Sungur
split-videos/train\Naang\20241002_121652_flip.mp4,Naang
split-videos/train\Shau\Dataset01 (16)_slow_down.mp4,Shau
split-videos/train\Gundruk\20241014_092954_noise.mp4,Gundruk
split-videos/train\Hariyo\20241001_152548_slow_down.mp4,Hariyo
split-videos/train\Gundruk\20241002_104820_brightness.mp4,Gundruk
split-videos/train\Kera\20241002_121447_slow_down.mp4,Kera
split-videos/train\Kera\Dataset02 (4)_brightness.mp4,Kera
split-videos/train\Hariyo\20241014_092643_color_jitter.mp4,Hariyo
split-videos/train\Sungur\Dataset01 (19)_slow_down.mp4,Sungur
split-videos/train\Falful\20241008_100938_rotate.mp4,Falful
split-videos/train\Naadi\20241003_091428_brightness.mp4,Naadi
split-videos/train\Saag\20241006_094105_flip.mp4,Saag
split-videos/train\Saag\20241002_104755_flip.mp4,Saag
split-videos/train\Ghar\20241003_085912_brightness.mp4,Ghar
split-videos/train\Mahina\20241002_104155_speed_up.mp4,Mahina
split-videos/train\Naang\20241003_114745_rotate.mp4,Naang
split-videos/train\Ghar\20241014_094026_speed_up.mp4,Ghar
split-videos/train\Mahina\20241003_085500_speed_up.mp4,Mahina
split-videos/train\Saag\20241006_094105_color_jitter.mp4,Saag
split-videos/train\Jestha\20241003_120846_rotate.mp4,Jestha
split-videos/train\Amilo\20241003_091237_brightness.mp4,Amilo
split-videos/train\Khairo\20241014_093822_flip.mp4,Khairo
split-videos/train\Baisakh\dataset 03 (6)_flip.mp4,Baisakh
split-videos/train\Jestha\20241003_120846_brightness.mp4,Jestha
split-videos/train\Falful\20241002_121409_rotate.mp4,Falful
split-videos/train\Saag\dataset 03 (5)_brightness.mp4,Saag
split-videos/train\Shau\20241002_111824_flip.mp4,Shau
split-videos/train\Hathi\20241014_094105_brightness.mp4,Hathi
split-videos/train\Sungur\20241014_093143_slow_down.mp4,Sungur
split-videos/train\Hariyo\Dataset01 (7)_noise.mp4,Hariyo
split-videos/train\Ghar\20241008_094242_speed_up.mp4,Ghar
split-videos/train\Sungur\20241002_105015_speed_up.mp4,Sungur
split-videos/train\Sungur\20241003_091511_noise.mp4,Sungur
split-videos/train\Hariyo\20241006_093857_flip.mp4,Hariyo
split-videos/train\Saag\20241002_121527_noise.mp4,Saag
split-videos/train\Gundruk\20241006_090905_color_jitter.mp4,Gundruk
split-videos/train\Saag\20241003_121137_noise.mp4,Saag
split-videos/train\Amilo\20241006_090618_noise.mp4,Amilo
split-videos/train\Amilo\20241014_092627_flip.mp4,Amilo
split-videos/train\Sungur\20241003_115932_noise.mp4,Sungur
split-videos/train\Saag\20241003_114639_brightness.mp4,Saag
split-videos/train\Guy\20241001_152941_slow_down.mp4,Guy
split-videos/train\Naadi\20241002_112309_noise.mp4,Naadi
split-videos/train\Naadi\20241003_115819_color_jitter.mp4,Naadi
split-videos/train\Amilo\dataset 03 (2)_speed_up.mp4,Amilo
split-videos/train\Naadi\20241008_101113_flip.mp4,Naadi
split-videos/train\Sungur\20241002_105015_slow_down.mp4,Sungur
split-videos/train\Baisakh\dataset 03 (6)_noise.mp4,Baisakh
split-videos/train\Kharayo\20241006_091107_color_jitter.mp4,Kharayo
split-videos/train\Falful\20241001_152707_rotate.mp4,Falful
split-videos/train\Ghar\Dataset02 (1)_flip.mp4,Ghar
split-videos/train\Naadi\20241003_085941_speed_up.mp4,Naadi
split-videos/train\Amilo\20241002_121249_noise.mp4,Amilo
split-videos/train\Ghar\20241006_083407_color_jitter.mp4,Ghar
split-videos/train\Gundruk\20241008_101041_color_jitter.mp4,Gundruk
split-videos/train\Hariyo\20241008_091552_brightness.mp4,Hariyo
split-videos/train\Ghar\20241003_121202_flip.mp4,Ghar
split-videos/train\Shau\Dataset01 (16)_noise.mp4,Shau
split-videos/train\Falful\Dataset02 (7)_speed_up.mp4,Falful
split-videos/train\Gundruk\20241006_090905_flip.mp4,Gundruk
split-videos/train\Poush\20241006_090532_speed_up.mp4,Poush
split-videos/train\Hariyo\20241008_100845_brightness.mp4,Hariyo
split-videos/train\Amilo\20241006_094559_flip.mp4,Amilo
split-videos/train\Shau\20241003_115529_flip.mp4,Shau
split-videos/train\Kharayo\20241014_094141_speed_up.mp4,Kharayo
split-videos/train\Gundruk\20241006_090905_brightness.mp4,Gundruk
split-videos/train\Amilo\20241001_152509_rotate.mp4,Amilo
split-videos/train\Jestha\20241014_093706_flip.mp4,Jestha
split-videos/train\Kera\20241003_115639_flip.mp4,Kera
split-videos/train\Naang\20241002_104920_flip.mp4,Naang
split-videos/train\Baisakh\20241006_082424_flip.mp4,Baisakh
split-videos/train\Jestha\20241014_092519_flip.mp4,Jestha
split-videos/train\Hariyo\20241014_093802_flip.mp4,Hariyo
split-videos/train\Saag\20241006_090850_flip.mp4,Saag
split-videos/train\Saag\20241003_121137_speed_up.mp4,Saag
split-videos/train\Kharayo\20241002_105042_color_jitter.mp4,Kharayo
split-videos/train\Hariyo\20241006_090638_rotate.mp4,Hariyo
split-videos/train\Hathi\20241003_115854_noise.mp4,Hathi
split-videos/train\Nariwal\20241006_083243_flip.mp4,Nariwal
split-videos/train\Baisakh\20241002_104210_rotate.mp4,Baisakh
split-videos/train\Kera\20241002_121447_speed_up.mp4,Kera
split-videos/train\Ghar\20241006_083407_rotate.mp4,Ghar
split-videos/train\Hathi\dataset 03 (14)_speed_up.mp4,Hathi
split-videos/train\Jestha\20241008_091507_flip.mp4,Jestha
split-videos/train\Falful\20241003_091334_brightness.mp4,Falful
split-videos/train\Ghar\Dataset02 (1)_rotate.mp4,Ghar
split-videos/train\Sungur\20241003_121315_noise.mp4,Sungur
split-videos/train\Kharayo\20241002_121814_slow_down.mp4,Kharayo
split-videos/train\Jestha\Dataset02 (5)_color_jitter.mp4,Jestha
split-videos/train\Nariwal\20241002_121506_rotate.mp4,Nariwal
split-videos/train\Shau\Dataset02 (11)_rotate.mp4,Shau
split-videos/train\Naang\20241002_121652_noise.mp4,Naang
split-videos/train\Jestha\Dataset01 (18)_speed_up.mp4,Jestha
split-videos/train\Khairo\20241008_093956_rotate.mp4,Khairo
split-videos/train\Nariwal\20241006_090828_flip.mp4,Nariwal
split-videos/train\Baisakh\20241014_092505_flip.mp4,Baisakh
split-videos/train\Hariyo\20241003_114416_speed_up.mp4,Hariyo
split-videos/train\Sungur\20241002_121752_speed_up.mp4,Sungur
split-videos/train\Kharayo\20241002_121814_brightness.mp4,Kharayo
split-videos/train\Hathi\20241001_152926_flip.mp4,Hathi
split-videos/train\Khairo\Dataset02 (12)_brightness.mp4,Khairo
split-videos/train\Shau\20241003_121017_flip.mp4,Shau
split-videos/train\Hathi\20241002_104939_flip.mp4,Hathi
split-videos/train\Amilo\20241006_094559_speed_up.mp4,Amilo
split-videos/train\Guy\20241008_091843_brightness.mp4,Guy
split-videos/train\Baisakh\20241003_085517_speed_up.mp4,Baisakh
split-videos/train\Falful\20241003_091334_color_jitter.mp4,Falful
split-videos/train\Kera\20241014_093929_brightness.mp4,Kera
split-videos/train\Shau\20241002_121343_brightness.mp4,Shau
split-videos/train\Amilo\Dataset02 (6)_noise.mp4,Amilo
split-videos/train\Naang\20241003_085957_flip.mp4,Naang
split-videos/train\Naang\20241014_093043_color_jitter.mp4,Naang
split-videos/train\Nariwal\20241014_092910_brightness.mp4,Nariwal
split-videos/train\Baisakh\20241006_090453_color_jitter.mp4,Baisakh
split-videos/train\Naadi\20241003_114728_color_jitter.mp4,Naadi
split-videos/train\Kharayo\Dataset02 (10)_speed_up.mp4,Kharayo
split-videos/train\Poush\20241003_115333_color_jitter.mp4,Poush
split-videos/train\Saag\20241014_093956_rotate.mp4,Saag
split-videos/train\Hathi\Dataset02 (2)_speed_up.mp4,Hathi
split-videos/train\Mahina\Dataset02 (18)_color_jitter.mp4,Mahina
split-videos/train\Kharayo\Dataset01 (3)_noise.mp4,Kharayo
split-videos/train\Falful\dataset 03 (8)_flip.mp4,Falful
split-videos/train\Ghar\20241006_083407_brightness.mp4,Ghar
split-videos/train\Guy\Dataset01 (11)_rotate.mp4,Guy
split-videos/train\Shau\20241014_092738_slow_down.mp4,Shau
split-videos/train\Ghar\20241008_094242_flip.mp4,Ghar
split-videos/train\Ghar\20241003_091420_noise.mp4,Ghar
split-videos/train\Hariyo\20241014_093802_rotate.mp4,Hariyo
split-videos/train\Shau\20241002_111824_speed_up.mp4,Shau
split-videos/train\Shau\20241008_100913_flip.mp4,Shau
split-videos/train\Kharayo\20241006_094343_color_jitter.mp4,Kharayo
split-videos/train\Ghar\20241006_094147_speed_up.mp4,Ghar
split-videos/train\Baisakh\Dataset01 (8)_brightness.mp4,Baisakh
split-videos/train\Amilo\Dataset02 (6)_speed_up.mp4,Amilo
split-videos/train\Hathi\20241003_090016_rotate.mp4,Hathi
split-videos/train\Naadi\Dataset02 (20)_color_jitter.mp4,Naadi
split-videos/train\Mahina\20241001_153334_noise.mp4,Mahina
split-videos/train\Naadi\20241001_152909_color_jitter.mp4,Naadi
split-videos/train\Gundruk\20241008_094608_brightness.mp4,Gundruk
split-videos/train\Ghar\20241008_094242_slow_down.mp4,Ghar
split-videos/train\Hathi\20241002_104939_color_jitter.mp4,Hathi
split-videos/train\Shau\20241003_114452_color_jitter.mp4,Shau
split-videos/train\Shau\20241003_114452_noise.mp4,Shau
split-videos/train\Baisakh\20241003_091207_speed_up.mp4,Baisakh
split-videos/train\Jestha\20241003_114257_rotate.mp4,Jestha
split-videos/train\Poush\20241001_152413_color_jitter.mp4,Poush
split-videos/train\Shau\Dataset01 (16)_brightness.mp4,Shau
split-videos/train\Mahina\20241002_121057_color_jitter.mp4,Mahina
split-videos/train\Baisakh\20241014_093646_flip.mp4,Baisakh
split-videos/train\Nariwal\20241003_115701_rotate.mp4,Nariwal
split-videos/train\Hathi\20241014_093111_noise.mp4,Hathi
split-videos/train\Kharayo\20241006_094343_flip.mp4,Kharayo
split-videos/train\Ghar\20241003_091420_slow_down.mp4,Ghar
split-videos/train\Mahina\20241006_090436_flip.mp4,Mahina
split-videos/train\Gundruk\20241014_094010_color_jitter.mp4,Gundruk
split-videos/train\Naadi\20241002_105324_speed_up.mp4,Naadi
split-videos/train\Falful\20241002_111951_brightness.mp4,Falful
split-videos/train\Khairo\20241002_111802_flip.mp4,Khairo
split-videos/train\Jestha\20241006_090517_brightness.mp4,Jestha
split-videos/train\Naang\20241008_101128_color_jitter.mp4,Naang
split-videos/train\Baisakh\20241002_121133_brightness.mp4,Baisakh
split-videos/train\Shau\20241006_093952_slow_down.mp4,Shau
split-videos/train\Kera\20241003_115639_speed_up.mp4,Kera
split-videos/train\Naadi\dataset 03 (12)_color_jitter.mp4,Naadi
split-videos/train\Kera\Dataset01 (20)_rotate.mp4,Kera
split-videos/train\Hathi\20241006_083647_brightness.mp4,Hathi
split-videos/train\Ghar\dataset 03 (11)_slow_down.mp4,Ghar
split-videos/train\Amilo\Dataset01 (1)_slow_down.mp4,Amilo
split-videos/train\Sungur\20241014_094128_brightness.mp4,Sungur
split-videos/train\Guy\20241003_114813_rotate.mp4,Guy
split-videos/train\Baisakh\20241003_085517_color_jitter.mp4,Baisakh
split-videos/train\Naang\20241006_083630_flip.mp4,Naang
split-videos/train\Khairo\20241003_085715_brightness.mp4,Khairo
split-videos/train\Mahina\Dataset02 (18)_flip.mp4,Mahina
split-videos/train\Hathi\20241006_094238_brightness.mp4,Hathi
split-videos/train\Nariwal\20241003_121122_flip.mp4,Nariwal
split-videos/train\Gundruk\20241008_094608_color_jitter.mp4,Gundruk
split-videos/train\Poush\20241006_093822_noise.mp4,Poush
split-videos/train\Kera\20241001_152736_brightness.mp4,Kera
split-videos/train\Guy\20241006_094307_brightness.mp4,Guy
split-videos/train\Hariyo\20241014_093802_slow_down.mp4,Hariyo
split-videos/train\Baisakh\20241003_115256_speed_up.mp4,Baisakh
split-videos/train\Shau\20241003_115529_rotate.mp4,Shau
split-videos/train\Ghar\20241003_115801_brightness.mp4,Ghar
split-videos/train\Guy\20241003_121306_speed_up.mp4,Guy
split-videos/train\Khairo\20241002_104443_speed_up.mp4,Khairo
split-videos/train\Sungur\20241006_083721_noise.mp4,Sungur
split-videos/train\Sungur\20241003_115932_slow_down.mp4,Sungur
split-videos/train\Baisakh\20241003_114239_brightness.mp4,Baisakh
split-videos/train\Kera\20241008_094124_slow_down.mp4,Kera
split-videos/train\Kharayo\20241008_094417_slow_down.mp4,Kharayo
split-videos/train\Jestha\20241014_092519_noise.mp4,Jestha
split-videos/train\Saag\20241001_152823_color_jitter.mp4,Saag
split-videos/train\Kharayo\20241001_153014_slow_down.mp4,Kharayo
split-videos/train\Khairo\20241006_093930_flip.mp4,Khairo
split-videos/train\Shau\20241008_091616_brightness.mp4,Shau
split-videos/train\Baisakh\20241014_093646_noise.mp4,Baisakh
split-videos/train\Guy\20241008_101153_brightness.mp4,Guy
split-videos/train\Falful\20241008_091634_slow_down.mp4,Falful
split-videos/train\Gundruk\20241006_090905_rotate.mp4,Gundruk
split-videos/train\Amilo\20241002_104402_rotate.mp4,Amilo
split-videos/train\Kharayo\20241003_114839_slow_down.mp4,Kharayo
split-videos/train\Nariwal\20241014_093944_flip.mp4,Nariwal
split-videos/train\Gundruk\20241006_083351_flip.mp4,Gundruk
split-videos/train\Nariwal\20241006_083243_noise.mp4,Nariwal
split-videos/train\Saag\20241001_152823_noise.mp4,Saag
split-videos/train\Ghar\20241001_152853_rotate.mp4,Ghar
split-videos/train\Kera\20241001_152736_speed_up.mp4,Kera
split-videos/train\Hathi\Dataset02 (2)_rotate.mp4,Hathi
split-videos/train\Saag\20241003_114639_slow_down.mp4,Saag
split-videos/train\Falful\20241003_085753_slow_down.mp4,Falful
split-videos/train\Kera\20241006_083147_rotate.mp4,Kera
split-videos/train\Baisakh\20241001_152325_rotate.mp4,Baisakh
split-videos/train\Guy\dataset 03 (1)_slow_down.mp4,Guy
split-videos/train\Kera\20241003_121106_rotate.mp4,Kera
split-videos/train\Amilo\20241002_121249_brightness.mp4,Amilo
split-videos/train\Sungur\20241008_091857_rotate.mp4,Sungur
split-videos/train\Nariwal\20241003_121122_color_jitter.mp4,Nariwal
split-videos/train\Guy\Dataset01 (11)_slow_down.mp4,Guy
split-videos/train\Kera\20241003_115639_color_jitter.mp4,Kera
split-videos/train\Gundruk\20241003_115746_slow_down.mp4,Gundruk
split-videos/train\Nariwal\Dataset01 (2)_brightness.mp4,Nariwal
split-videos/train\Nariwal\Dataset01 (2)_slow_down.mp4,Nariwal
split-videos/train\Baisakh\20241008_091447_noise.mp4,Baisakh
split-videos/train\Naadi\20241003_085941_flip.mp4,Naadi
split-videos/train\Guy\20241002_121733_speed_up.mp4,Guy
split-videos/train\Poush\20241006_093822_speed_up.mp4,Poush
split-videos/train\Kharayo\dataset 03 (17)_noise.mp4,Kharayo
split-videos/train\Falful\20241006_083109_flip.mp4,Falful
split-videos/train\Jestha\20241014_092519_color_jitter.mp4,Jestha
split-videos/train\Baisakh\20241002_111535_color_jitter.mp4,Baisakh
split-videos/train\Saag\20241002_104755_speed_up.mp4,Saag
split-videos/train\Jestha\20241003_115320_speed_up.mp4,Jestha
split-videos/train\Sungur\20241008_094405_slow_down.mp4,Sungur
split-videos/train\Shau\20241014_092738_rotate.mp4,Shau
split-videos/train\Saag\Dataset02 (17)_slow_down.mp4,Saag
split-videos/train\Hathi\20241006_083647_speed_up.mp4,Hathi
